11:29:03,52.2141395,0.11035750000000001,37.8,12,1
11:29:04,52.21415483333333,0.110357,39.1,12,1
11:29:05,52.214160666666665,0.11035516666666667,39.8,12,1
11:29:06,52.21416683333333,0.11035149999999999,40.4,12,1
11:29:07,52.214172,0.11034783333333334,40.9,12,1
11:29:08,52.214173333333335,0.11034983333333333,40.9,10,1
11:29:09,52.214179333333334,0.11035966666666666,40.7,06,1
11:29:10,52.2141895,0.11037133333333334,40.4,08,1
11:29:11,52.2141895,0.11036800000000001,40.3,06,1
11:29:12,52.21420883333333,0.11035566666666667,40.0,06,1
11:29:13,52.214218,0.11034633333333334,39.9,05,1
11:29:14,52.21422483333333,0.11026766666666667,40.0,06,1
11:29:15,52.2142625,0.11019566666666666,39.9,07,1
11:29:16,52.21427966666667,0.1101485,39.8,06,1
11:29:17,52.214240833333335,0.11004816666666667,40.1,08,1
11:29:18,0.0,0.0,,00,0
11:29:19,0.0,0.0,,00,0
11:29:20,0.0,0.0,,00,0
11:29:21,0.0,0.0,,00,0
11:29:22,0.0,0.0,,00,0
11:29:23,0.0,0.0,,00,0
11:29:24,0.0,0.0,,00,0
11:29:25,0.0,0.0,,00,0
11:29:26,0.0,0.0,,00,0
11:29:27,0.0,0.0,,00,0
11:29:28,0.0,0.0,,00,0
11:29:29,0.0,0.0,,00,0
11:29:30,0.0,0.0,,00,0
11:29:31,0.0,0.0,,00,0
11:29:32,0.0,0.0,,00,0
11:29:33,0.0,0.0,,00,0
11:29:34,0.0,0.0,,00,0
11:29:35,0.0,0.0,,00,0
11:29:36,0.0,0.0,,00,0
11:29:37,0.0,0.0,,00,0
11:29:38,0.0,0.0,,00,0
11:29:39,0.0,0.0,,00,0
11:29:40,0.0,0.0,,00,0
11:29:41,0.0,0.0,,00,0
